Gene start,Gene end,Strand,Gene name,Accnum,Product,Accession
324194,325555,1,T_RS01445,WP_000361658.1,PTS transporter subunit EIIC,NC_004631.1
325559,326194,1,T_RS01450,WP_000253562.1,phosphatidylglycerophosphatase C,NC_004631.1
326219,326770,1,T_RS01455,WP_001134566.1,tRNA adenosine(34) deaminase TadA,NC_004631.1
326821,328365,-1,T_RS01460,NA,membrane-bound lytic murein transglycosylase MltF,NC_004631.1
328366,328596,-1,T_RS01465,WP_001764061.1,hypothetical protein,NC_004631.1
328621,332508,1,T_RS01470,WP_000970031.1,phosphoribosylformylglycinamidine synthase,NC_004631.1
333158,334588,1,T_RS01475,WP_001676035.1,two component system sensor histidine kinase QseE/GlrK,NC_004631.1
334590,335354,1,T_RS01480,WP_001054239.1,two-component system QseEF-associated lipoprotein QseG,NC_004631.1
335351,336688,1,T_RS01485,WP_000625590.1,two-component system response regulator GlrR,NC_004631.1
336765,337103,1,T_RS01490,WP_000717694.1,nitrogen regulatory protein P-II,NC_004631.1
337152,338612,-1,T_RS01495,WP_000856790.1,dipeptide permease DtpD,NC_004631.1
338668,340812,-1,T_RS01500,WP_001100652.1,lysine decarboxylase CadA,NC_004631.1
340895,342226,-1,T_RS01505,WP_000100004.1,cadaverine/lysine antiporter,NC_004631.1
342575,344119,-1,T_RS01510,WP_001187128.1,lysine decarboxylation/transport transcriptional activator CadC,NC_004631.1
344300,345490,-1,T_RS01515,WP_000883143.1,NO-inducible flavohemoprotein,NC_004631.1
345815,347068,1,T_RS01520,WP_000919178.1,serine hydroxymethyltransferase,NC_004631.1
347253,348392,1,T_RS01525,WP_001173729.1,3-phenylpropionate MFS transporter,NC_004631.1
348387,349664,-1,T_RS01530,WP_000982954.1,stationary phase inducible protein CsiE,NC_004631.1
349790,350428,1,T_RS01535,WP_000805721.1,DUF1007 family protein,NC_004631.1
350419,351404,1,T_RS01540,NA,nickel/cobalt transporter,NC_004631.1
351405,352418,-1,T_RS01545,WP_000020685.1,sulfite reductase subunit C,NC_004631.1
352429,353247,-1,T_RS01550,WP_000017585.1,anaerobic sulfite reductase subunit AsrB,NC_004631.1
353251,354294,-1,T_RS01555,WP_000985218.1,anaerobic sulfite reductase subunit AsrA,NC_004631.1
354476,355354,-1,T_RS01560,WP_000174949.1,alpha/beta hydrolase,NC_004631.1
355499,356302,-1,T_RS01565,WP_000553464.1,inositol-1-monophosphatase,NC_004631.1
356421,357152,1,T_RS01570,WP_000940032.1,tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ,NC_004631.1
357394,357888,1,T_RS01575,WP_001241346.1,Fe-S cluster assembly transcriptional regulator IscR,NC_004631.1
358069,359283,1,T_RS01580,WP_000775265.1,cysteine desulfurase,NC_004631.1
359311,359697,1,T_RS01585,WP_000331704.1,Fe-S cluster assembly scaffold IscU,NC_004631.1
359726,360049,1,T_RS01590,WP_000028952.1,iron-sulfur cluster assembly protein IscA,NC_004631.1
360246,360761,1,T_RS01595,WP_000384391.1,co-chaperone HscB,NC_004631.1
360774,362624,1,T_RS01600,WP_001196658.1,Fe-S protein assembly chaperone HscA,NC_004631.1
362626,362961,1,T_RS01605,WP_001124466.1,ISC system 2Fe-2S type ferredoxin,NC_004631.1
362973,363173,1,T_RS01610,WP_000523621.1,Fe-S cluster assembly protein IscX,NC_004631.1
363227,364510,1,T_RS01615,WP_000133543.1,aminopeptidase PepB,NC_004631.1
364620,365396,1,T_RS01620,WP_001763946.1,enhanced serine sensitivity protein SseB,NC_004631.1
365433,365549,-1,T_RS26370,WP_242617172.1,small toxic inner membrane protein TimP,NC_004631.1
365965,366633,-1,T_RS01625,WP_000355346.1,DUF5066 family protein,NC_004631.1
366880,367722,-1,T_RS01630,WP_000205251.1,3-mercaptopyruvate sulfurtransferase,NC_004631.1
367931,372865,1,T_RS01635,WP_000681887.1,alpha-2-macroglobulin family protein,NC_004631.1
372866,375181,1,T_RS01640,WP_001014751.1,peptidoglycan glycosyltransferase PbpC,NC_004631.1
375310,377714,1,T_RS01645,NA,molybdopterin-dependent oxidoreductase,NC_004631.1
377711,378340,1,T_RS01650,WP_000077439.1,dimethylsulfoxide reductase subunit B,NC_004631.1
378333,379142,1,T_RS01655,WP_000544883.1,dimethyl sulfoxide reductase anchor subunit family protein,NC_004631.1
379142,380005,1,T_RS01660,WP_000247794.1,4Fe-4S binding protein,NC_004631.1
380126,380557,1,T_RS01665,WP_000963846.1,nucleoside-diphosphate kinase,NC_004631.1
380764,381930,1,T_RS01670,WP_000003206.1,bifunctional tRNA (adenosine(37)-C2)-methyltransferase TrmG/ribosomal RNA large subunit methyltransferase RlmN,NC_004631.1
382224,383198,1,T_RS01675,WP_001090905.1,cytoskeleton protein RodZ,NC_004631.1
383225,384343,1,T_RS01680,WP_000551816.1,flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase,NC_004631.1
384454,385728,1,T_RS01685,WP_001107147.1,histidine--tRNA ligase,NC_004631.1
385742,386362,1,T_RS01690,WP_000409190.1,YfgM family protein,NC_004631.1
386373,387551,1,T_RS01695,WP_001177072.1,outer membrane protein assembly factor BamB,NC_004631.1
387670,389142,1,T_RS01700,WP_000249413.1,ribosome biogenesis GTPase Der,NC_004631.1
389231,389452,1,T_RS01705,WP_000402503.1,zinc ribbon domain-containing protein,NC_004631.1
389798,391990,1,T_RS01715,NA,intimin-like inverse autotransporter SinH,NC_004631.1
392048,393013,1,T_RS01720,WP_001149068.1,SinI family autotransporter-associated protein,NC_004631.1
393133,399525,1,T_RS01725,WP_000375801.1,DUF823 domain-containing adhesin,NC_004631.1
399637,406904,1,T_RS25760,NA,DUF823/DUF824 repeat adhesin RatB,NC_004631.1
406905,407006,1,T_RS23800,NA,IS1 family transposase,NC_004631.1
407437,412393,1,T_RS01735,NA,autotransporter outer membrane beta-barrel domain-containing protein,NC_004631.1
412555,413904,-1,T_RS01740,WP_000953156.1,exodeoxyribonuclease VII large subunit,NC_004631.1
414065,415531,1,T_RS01745,WP_000944174.1,IMP dehydrogenase,NC_004631.1
415601,417178,1,T_RS01750,WP_000138293.1,glutamine-hydrolyzing GMP synthase,NC_004631.1
417445,418190,-1,T_RS01760,NA,hypothetical protein,NC_004631.1
418419,418958,-1,T_RS01765,WP_000755800.1,DUF5384 family protein,NC_004631.1
418974,419468,-1,T_RS01770,WP_001131774.1,glycine zipper 2TM domain-containing protein,NC_004631.1
419732,419905,-1,T_RS01775,WP_001231515.1,DUF2633 family protein,NC_004631.1
420102,420239,1,T_RS01780,WP_001581698.1,hypothetical protein,NC_004631.1
420336,422549,1,T_RS01785,WP_000773655.1,sensor domain-containing phosphodiesterase,NC_004631.1
422585,424126,-1,T_RS01790,WP_001123330.1,exopolyphosphatase,NC_004631.1
424131,426197,-1,T_RS01795,WP_000529558.1,polyphosphate kinase 1,NC_004631.1
426386,427024,-1,T_RS01800,WP_001028592.1,phosphoribosylglycinamide formyltransferase,NC_004631.1
427024,428061,-1,T_RS01805,WP_001767330.1,phosphoribosylformylglycinamidine cyclo-ligase,NC_004631.1
428474,429100,1,T_RS01810,WP_000706208.1,uracil phosphoribosyltransferase,NC_004631.1
429188,430477,1,T_RS01815,WP_000198341.1,uracil permease,NC_004631.1
430572,431273,1,T_RS01820,WP_061835882.1,DnaA inactivator Hda,NC_004631.1
431300,431659,-1,T_RS01825,WP_000132650.1,arsenate reductase (glutaredoxin),NC_004631.1
431699,433162,-1,T_RS01830,WP_000489630.1,beta-barrel assembly-enhancing protease,NC_004631.1
433370,434437,1,T_RS01835,WP_000892056.1,AI-2E family transporter,NC_004631.1
434714,435901,1,T_RS25765,NA,helix-turn-helix domain-containing protein,NC_004631.1
435969,437237,1,T_RS01845,WP_000200863.1,GntP family permease,NC_004631.1
437243,438382,1,T_RS01850,WP_000706383.1,glycerate kinase,NC_004631.1
438429,438899,-1,T_RS01855,WP_001068686.1,thioredoxin-dependent thiol peroxidase,NC_004631.1
438899,439471,-1,T_RS01860,WP_000189060.1,glycine cleavage system transcriptional repressor,NC_004631.1
439617,440495,1,T_RS01865,WP_000494019.1,4-hydroxy-tetrahydrodipicolinate synthase,NC_004631.1
440512,441546,1,T_RS01870,WP_000331880.1,outer membrane protein assembly factor BamC,NC_004631.1
441721,442434,1,T_RS01875,WP_001171630.1,phosphoribosylaminoimidazolesuccinocarboxamide synthase,NC_004631.1
442566,443429,1,T_RS01880,WP_001267527.1,zinc metallopeptidase,NC_004631.1
443445,445460,1,T_RS01885,WP_001279850.1,tRNA cytosine(34) acetyltransferase TmcA,NC_004631.1
445487,445687,-1,T_RS01890,WP_000383839.1,YpfN family protein,NC_004631.1
445715,446842,-1,T_RS01895,WP_001277830.1,succinyl-diaminopimelate desuccinylase,NC_004631.1
446846,447202,-1,T_RS01900,WP_000631925.1,ArsC family reductase,NC_004631.1
447615,447746,1,T_RS25770,WP_015606095.1,protein YpfM,NC_004631.1
447848,450961,-1,T_RS01905,WP_001263083.1,multidrug efflux RND transporter permease AcrD,NC_004631.1
451146,452846,-1,T_RS01910,WP_000216820.1,nitrate/nitrite two-component system sensor histidine kinase NarQ,NC_004631.1
453032,454891,1,T_RS01915,WP_001078926.1,oxidoreductase FeS-binding subunit,NC_004631.1
455340,456638,-1,T_RS01920,WP_000673295.1,penicillin binding protein PBP4B,NC_004631.1
456842,457417,1,T_RS01925,WP_000084037.1,GDP-mannose pyrophosphatase NudK,NC_004631.1
457542,458585,1,T_RS01930,WP_001270681.1,DUF1176 domain-containing protein,NC_004631.1
458713,458943,1,T_RS01935,WP_000700635.1,hypothetical protein,NC_004631.1
459006,461006,-1,T_RS01940,WP_000087345.1,transketolase,NC_004631.1
461026,461976,-1,T_RS01945,WP_001072452.1,transaldolase,NC_004631.1
462248,464527,1,T_RS01950,WP_000344299.1,NADP-dependent oxaloacetate-decarboxylating malate dehydrogenase,NC_004631.1
464716,465174,1,T_RS01955,WP_001204112.1,IS200/IS605 family transposase,NC_004631.1
465655,465990,1,T_RS01960,WP_001031445.1,ethanolamine utilization microcompartment protein EutS,NC_004631.1
466003,466482,1,T_RS01965,WP_000820751.1,ethanolamine utilization acetate kinase EutP,NC_004631.1
466460,467149,1,T_RS01970,WP_000733871.1,ethanolamine utilization acetate kinase EutQ,NC_004631.1
467146,467943,1,T_RS01975,WP_000997668.1,ethanolamine utilization cob(I)yrinic acid a%2Cc-diamide adenosyltransferase EutT,NC_004631.1
467940,468956,1,T_RS01980,WP_000582913.1,phosphate acetyltransferase,NC_004631.1
468997,469272,1,T_RS25775,NA,ethanolamine utilization microcompartment protein EutM,NC_004631.1
469399,469686,1,T_RS25780,WP_001522340.1,ethanolamine utilization microcompartment protein EutN,NC_004631.1
469698,471101,1,T_RS01995,WP_001075647.1,aldehyde dehydrogenase EutE,NC_004631.1
471112,471951,1,T_RS02000,WP_000929675.1,ethanolamine utilization protein EutJ,NC_004631.1
471941,473128,1,T_RS02005,WP_001147519.1,ethanolamine utilization ethanol dehydrogenase EutG,NC_004631.1
473247,474473,1,T_RS02010,WP_000512341.1,ethanolamine utilization protein EutH,NC_004631.1
474470,475873,1,T_RS02015,WP_001097523.1,ethanolamine ammonia-lyase reactivating factor EutA,NC_004631.1
475885,477246,1,T_RS02020,WP_000769994.1,ethanolamine ammonia-lyase subunit alpha,NC_004631.1
477265,478161,1,T_RS02025,WP_000372351.1,ethanolamine ammonia-lyase subunit EutC,NC_004631.1
478171,478830,1,T_RS02030,WP_001111056.1,ethanolamine utilization microcompartment protein EutL,NC_004631.1
478843,479337,1,T_RS02035,WP_000606260.1,ethanolamine utilization microcompartment protein EutK,NC_004631.1
479385,480437,1,T_RS02040,WP_000753659.1,HTH-type transcriptional regulator EutR,NC_004631.1
480637,481914,-1,T_RS02045,WP_000344436.1,DUF1963 domain-containing protein,NC_004631.1
482043,482372,-1,T_RS02050,WP_001194343.1,hypothetical protein,NC_004631.1
482393,483292,-1,T_RS02055,WP_000801336.1,oxygen-dependent coproporphyrinogen oxidase,NC_004631.1
483295,484164,-1,T_RS02060,WP_000102880.1,N-acetylmuramoyl-L-alanine amidase AmiA,NC_004631.1
484377,484802,1,T_RS02065,WP_000406008.1,GNAT family acetyltransferase,NC_004631.1
484789,485238,1,T_RS02070,WP_000842927.1,DUF2919 domain-containing protein,NC_004631.1
485300,485875,1,T_RS02075,WP_000838971.1,RpoE-regulated lipoprotein,NC_004631.1
485970,486869,1,T_RS02080,WP_000084583.1,porphyrinogen peroxidase,NC_004631.1
487106,487897,1,T_RS02085,WP_000517460.1,SDR family oxidoreductase UcpA,NC_004631.1
488055,489071,1,T_RS02090,WP_000290267.1,thiosulfate/sulfate ABC transporter substrate-binding protein CysP,NC_004631.1
489071,489904,1,T_RS02095,WP_000881746.1,sulfate/thiosulfate ABC transporter permease CysT,NC_004631.1
489904,490779,1,T_RS02100,WP_000852703.1,sulfate/thiosulfate ABC transporter permease CysW,NC_004631.1
490769,491863,1,T_RS02105,WP_000021072.1,sulfate/thiosulfate ABC transporter ATP-binding protein CysA,NC_004631.1
491984,492895,1,T_RS02110,WP_001093881.1,cysteine synthase CysM,NC_004631.1
492928,493305,-1,T_RS02115,WP_000710735.1,YfeK family protein,NC_004631.1
493364,494083,-1,T_RS02120,WP_001263738.1,GMP synthase,NC_004631.1
494098,495390,-1,T_RS02125,WP_000565130.1,transcriptional regulator PtsJ,NC_004631.1
495473,496339,1,T_RS02130,WP_000529613.1,pyridoxine/pyridoxal/pyridoxamine kinase,NC_004631.1
496336,496575,1,T_RS02135,WP_000844540.1,hypothetical protein,NC_004631.1
496725,497234,-1,T_RS02140,WP_000522253.1,PTS glucose transporter subunit IIA,NC_004631.1
497275,499002,-1,T_RS02145,WP_000623114.1,phosphoenolpyruvate-protein phosphotransferase PtsI,NC_004631.1
499051,499308,-1,T_RS02150,WP_000487600.1,phosphocarrier protein Hpr,NC_004631.1
499692,500663,-1,T_RS02160,WP_000036904.1,cysteine synthase A,NC_004631.1
501036,501797,-1,T_RS02165,WP_000255008.1,sulfate transporter CysZ,NC_004631.1
502029,503015,1,T_RS02170,WP_000983126.1,cell division protein ZipA,NC_004631.1
503087,505102,1,T_RS02175,WP_000433257.1,NAD-dependent DNA ligase LigA,NC_004631.1
505104,505322,1,T_RS02180,WP_001682115.1,DUF3820 family protein,NC_004631.1
505319,506317,-1,T_RS02185,WP_000765569.1,bile acid:sodium symporter,NC_004631.1
506407,507333,1,T_RS02190,WP_001109831.1,LysR family transcriptional regulator,NC_004631.1
507395,508156,-1,T_RS02195,WP_000722932.1,membrane protein,NC_004631.1
508412,509245,1,T_RS02200,WP_001119752.1,xanthosine phosphorylase,NC_004631.1
509300,510556,1,T_RS02205,WP_000513243.1,nucleoside permease,NC_004631.1
510615,510773,1,T_RS02210,WP_000658727.1,DUF1427 family protein,NC_004631.1
510825,511709,1,T_RS02215,WP_000438886.1,LysR family transcriptional regulator,NC_004631.1
512524,513939,1,T_RS02240,WP_000695623.1,glutamate--tRNA ligase,NC_004631.1
513993,514385,-1,T_RS02245,WP_000826515.1,putative DNA-binding transcriptional regulator,NC_004631.1
514387,514749,-1,T_RS02250,WP_000472034.1,putative DNA-binding transcriptional regulator,NC_004631.1
515355,517544,1,T_RS02265,WP_001112949.1,sensor domain-containing phosphodiesterase,NC_004631.1
517597,518799,-1,T_RS02270,WP_000376341.1,nucleoside permease NupC,NC_004631.1
519142,520383,1,T_RS02275,WP_000131734.1,Nramp family divalent metal transporter,NC_004631.1
520444,520770,-1,T_RS02280,WP_000490091.1,DUF2502 domain-containing protein,NC_004631.1
520884,521882,-1,T_RS02285,WP_000640297.1,L-glyceraldehyde 3-phosphate reductase,NC_004631.1
522062,523714,1,T_RS02290,WP_001180878.1,alpha-keto acid decarboxylase family protein,NC_004631.1
523734,524969,-1,T_RS02295,WP_000468932.1,ion channel protein,NC_004631.1
525173,526138,1,T_RS02300,WP_000170371.1,glucokinase,NC_004631.1
526861,528099,1,T_RS02305,WP_000785618.1,alanine transaminase,NC_004631.1
528278,528736,1,T_RS02315,WP_000502119.1,IS200/IS605-like element IS200F family transposase,NC_004631.1
528858,528929,-1,T_RS25785,WP_010723117.1,membrane protein YpdK,NC_004631.1
529332,530252,-1,T_RS02320,WP_000484431.1,kdo(2)-lipid IV(A) palmitoleoyltransferase,NC_004631.1
530773,531015,1,T_RS02330,WP_000639889.1,YfdY family protein,NC_004631.1
531254,532645,-1,T_RS02335,WP_000955756.1,phosphoglycerate transporter PgtP,NC_004631.1
533081,534274,1,T_RS02340,WP_000467983.1,phosphoglycerate transport regulator PgtC,NC_004631.1
534271,536277,1,T_RS02345,WP_000678500.1,two-component system sensor histidine kinase PgtB,NC_004631.1
536267,537514,1,T_RS02350,WP_000930841.1,two-component system response regulator PgtA,NC_004631.1
537782,538720,1,T_RS02355,WP_000716015.1,omptin family outer membrane protease PgtE,NC_004631.1
538915,539211,1,T_RS26375,NA,hypothetical protein,NC_004631.1
539584,540030,1,T_RS25800,NA,transposase,NC_004631.1
540201,542123,-1,T_RS02365,WP_000400611.1,acyltransferase,NC_004631.1
542176,542394,-1,T_RS02370,NA,glycosyltransferase,NC_004631.1
542363,542752,-1,T_RS02375,WP_001682026.1,GtrA family protein,NC_004631.1
543073,543697,1,T_RS25305,NA,transposase,NC_004631.1
543995,544936,-1,T_RS02385,WP_000377769.1,formate/nitrite transporter family protein,NC_004631.1
545225,545980,1,T_RS02390,WP_000776787.1,phospholipid-binding lipoprotein MlaA,NC_004631.1
546041,547348,-1,T_RS02395,WP_001766332.1,long-chain fatty acid transporter FadL,NC_004631.1
547719,548003,1,T_RS02400,WP_000030904.1,YfcZ/YiiS family protein,NC_004631.1
548181,549491,1,T_RS02405,WP_001248124.1,acetyl-CoA C-acyltransferase FadI,NC_004631.1
549491,551638,1,T_RS02410,WP_000214156.1,fatty acid oxidation complex subunit alpha FadJ,NC_004631.1
551847,552332,1,T_RS02415,WP_001195808.1,phosphohistidine phosphatase SixA,NC_004631.1
552381,552932,-1,T_RS02420,WP_000730794.1,endonuclease SmrB,NC_004631.1
553098,554030,1,T_RS02425,WP_001542329.1,50S ribosomal protein L3 N(5)-glutamine methyltransferase,NC_004631.1
554066,555151,1,T_RS02430,WP_000918475.1,chorismate synthase,NC_004631.1
555155,555979,1,T_RS02435,WP_000750429.1,penicillin-insensitive murein endopeptidase,NC_004631.1
555979,556788,1,T_RS02440,WP_000368599.1,sulfite exporter TauE/SafE family protein,NC_004631.1
556788,557337,1,T_RS02445,NA,elongation factor P hydroxylase,NC_004631.1
557370,557645,1,T_RS02450,WP_000559749.1,YfcL family protein,NC_004631.1
557697,559697,-1,T_RS02455,WP_000816082.1,bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC,NC_004631.1
559857,561071,1,T_RS02460,WP_000817161.1,beta-ketoacyl-ACP synthase I,NC_004631.1
561169,561825,1,T_RS02465,WP_001142908.1,CPBP family intramembrane metalloprotease,NC_004631.1
561892,562410,-1,T_RS02470,WP_000847532.1,YbjP/YqhG family protein,NC_004631.1
562410,562778,-1,T_RS02475,WP_000118257.1,NlpC/P60 family protein,NC_004631.1
562947,563195,-1,T_RS02480,WP_000433427.1,transcriptional regulator,NC_004631.1
563367,563741,1,T_RS02485,WP_001051260.1,hypothetical protein,NC_004631.1
563921,565099,1,T_RS02490,WP_000127714.1,MFS transporter,NC_004631.1
565096,566097,-1,T_RS02495,WP_000553395.1,flagella biosynthesis regulator Flk,NC_004631.1
566201,567337,1,T_RS02500,WP_000699178.1,4-phosphoerythronate dehydrogenase PdxB,NC_004631.1
567405,568418,1,T_RS02505,WP_001289141.1,aspartate-semialdehyde dehydrogenase,NC_004631.1
568418,569230,1,T_RS02510,WP_000016631.1,tRNA pseudouridine(38-40) synthase TruA,NC_004631.1
569279,569938,1,T_RS02515,WP_000364318.1,DedA family protein,NC_004631.1
570088,571002,1,T_RS02520,WP_000118383.1,acetyl-CoA carboxylase%2C carboxyltransferase subunit beta,NC_004631.1
571070,572338,1,T_RS02525,WP_000792271.1,bifunctional tetrahydrofolate synthase/dihydrofolate synthase,NC_004631.1
572328,573002,1,T_RS02530,WP_000157040.1,cell division protein DedD,NC_004631.1
573313,573801,1,T_RS02535,WP_000262102.1,colicin V production protein,NC_004631.1
573839,575356,1,T_RS02540,WP_000334231.1,amidophosphoribosyltransferase,NC_004631.1
575392,576819,-1,T_RS02545,WP_000168932.1,sigma-54-dependent Fis family transcriptional regulator,NC_004631.1
577030,578427,1,T_RS02550,WP_000132306.1,alanine racemase,NC_004631.1
578518,579939,1,T_RS02555,WP_000072509.1,APC family permease,NC_004631.1
579941,581044,1,T_RS02560,WP_000281913.1,alanine/ornithine racemase family PLP-dependent enzyme,NC_004631.1
581108,582514,1,T_RS02565,NA,amino acid permease,NC_004631.1
582541,583110,1,T_RS02570,WP_000825682.1,UbiX family flavin prenyltransferase,NC_004631.1
583399,584181,1,T_RS02575,WP_000754418.1,lysine/arginine/ornithine ABC transporter substrate-binding protein ArgT,NC_004631.1
584419,585201,1,T_RS02580,WP_000731871.1,histidine ABC transporter substrate-binding protein HisJ,NC_004631.1
585384,586070,1,T_RS02585,WP_000965498.1,histidine ABC transporter permease HisQ,NC_004631.1
586067,586774,1,T_RS02590,WP_000569771.1,histidine ABC transporter permease HisM,NC_004631.1
586788,587561,1,T_RS02595,WP_001763985.1,histidine ABC transporter ATP-binding protein HisP,NC_004631.1
587613,588506,-1,T_RS02600,WP_001166265.1,TIGR01777 family oxidoreductase,NC_004631.1
588630,589277,-1,T_RS02605,WP_000566559.1,GSH-dependent disulfide bond oxidoreductase,NC_004631.1
589420,590064,1,T_RS02610,WP_000043013.1,glutathione transferase,NC_004631.1
