Accession	Island start	Island end	Length	Method	Gene name	Gene ID	Locus	Gene start	Gene end	Strand	Product	External Annotations
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_000110118.1		T_RS06940	1419893	1420174	-1	hypothetical protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_000034292.1		T_RS06945	1420177	1420698	-1	phage major tail tube protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_000729859.1		T_RS06950	1420698	1422125	-1	tail protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_001789770.1		T_RS06955	1422115	1422369	-1	hypothetical protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_001101804.1		T_RS06960	1422366	1422830	-1	hypothetical protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_000271668.1		T_RS06965	1422830	1423276	-1	hypothetical protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_000537457.1		T_RS06970	1423278	1423616	-1	DUF2190 domain-containing protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_001286905.1		T_RS06975	1423626	1424579	-1	hypothetical protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_001273072.1		T_RS06980	1424594	1425709	-1	hypothetical protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_000135517.1		T_RS06985	1425924	1426382	-1	phage morphogeneis protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_000117561.1		T_RS06990	1426385	1427206	-1	phage head morphogenesis protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_000090679.1		T_RS06995	1427187	1428683	-1	hypothetical protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_029246253.1		T_RS07000	1428683	1430215	-1	hypothetical protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_000124060.1		T_RS07005	1430275	1430820	-1	hypothetical protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_000227700.1		T_RS07010	1430820	1431131	-1	hypothetical protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_000175097.1		T_RS07015	1431131	1431457	-1	membrane protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_000264664.1		T_RS07020	1431454	1432104	-1	lipoprotein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_001104436.1		T_RS07025	1432088	1432816	-1	murein transglycosylase	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_000793143.1		T_RS07030	1432819	1433169	-1	membrane protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_000074408.1		T_RS07035	1433413	1433943	-1	hypothetical protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method			T_RS07040	1433966	1434610	1	DUF3102 domain-containing protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_000990529.1		T_RS07045	1434614	1436383	1	integrase	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_000960673.1		T_RS07050	1436394	1437560	1	hypothetical protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_000843446.1		T_RS07055	1437563	1437832	1	hypothetical protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_001140134.1		T_RS07060	1437860	1438390	1	host-nuclease inhibitor protein Gam	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_000878813.1		T_RS07065	1438401	1438622	-1	hypothetical protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_000632575.1		T_RS07070	1438679	1438951	1	hypothetical protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_000197790.1		T_RS07075	1438961	1439263	1	hypothetical protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_001315283.1		T_RS07080	1439260	1439643	1	hypothetical protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_000132655.1		T_RS07085	1439636	1439851	1	hypothetical protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_000131941.1		T_RS07090	1439848	1440531	1	hypothetical protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_000631816.1		T_RS07095	1440528	1440758	1	hypothetical protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_010989166.1		T_RS07100	1440748	1440963	1	hypothetical protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_000988475.1		T_RS07105	1440953	1441405	1	GemA protein	
NC_004631.1	1407916	1441766	33850	Predicted by at least one method	WP_001281695.1		T_RS07110	1441377	1441766	1	DNA-binding protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000148263.1		T_RS06910	1414057	1414584	-1	baseplate protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000808000.1		T_RS06915	1414581	1415735	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_010989167.1		T_RS06920	1415723	1415938	-1	membrane protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000458383.1		T_RS06925	1415935	1416819	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000135574.1		T_RS06930	1416819	1419284	-1	phage tail tape measure protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000084228.1		T_RS06935	1419460	1419795	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000110118.1		T_RS06940	1419893	1420174	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000034292.1		T_RS06945	1420177	1420698	-1	phage major tail tube protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000729859.1		T_RS06950	1420698	1422125	-1	tail protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_001789770.1		T_RS06955	1422115	1422369	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_001101804.1		T_RS06960	1422366	1422830	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000271668.1		T_RS06965	1422830	1423276	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000537457.1		T_RS06970	1423278	1423616	-1	DUF2190 domain-containing protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_001286905.1		T_RS06975	1423626	1424579	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_001273072.1		T_RS06980	1424594	1425709	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000135517.1		T_RS06985	1425924	1426382	-1	phage morphogeneis protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000117561.1		T_RS06990	1426385	1427206	-1	phage head morphogenesis protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000090679.1		T_RS06995	1427187	1428683	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_029246253.1		T_RS07000	1428683	1430215	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000124060.1		T_RS07005	1430275	1430820	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000227700.1		T_RS07010	1430820	1431131	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000175097.1		T_RS07015	1431131	1431457	-1	membrane protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000264664.1		T_RS07020	1431454	1432104	-1	lipoprotein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_001104436.1		T_RS07025	1432088	1432816	-1	murein transglycosylase	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000793143.1		T_RS07030	1432819	1433169	-1	membrane protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000074408.1		T_RS07035	1433413	1433943	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method			T_RS07040	1433966	1434610	1	DUF3102 domain-containing protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000990529.1		T_RS07045	1434614	1436383	1	integrase	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000960673.1		T_RS07050	1436394	1437560	1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000843446.1		T_RS07055	1437563	1437832	1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_001140134.1		T_RS07060	1437860	1438390	1	host-nuclease inhibitor protein Gam	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000878813.1		T_RS07065	1438401	1438622	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000632575.1		T_RS07070	1438679	1438951	1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000197790.1		T_RS07075	1438961	1439263	1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_001315283.1		T_RS07080	1439260	1439643	1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000132655.1		T_RS07085	1439636	1439851	1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000131941.1		T_RS07090	1439848	1440531	1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000631816.1		T_RS07095	1440528	1440758	1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_010989166.1		T_RS07100	1440748	1440963	1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_000988475.1		T_RS07105	1440953	1441405	1	GemA protein	
NC_004631.1	1414483	1441931	27448	Predicted by at least one method	WP_001281695.1		T_RS07110	1441377	1441766	1	DNA-binding protein	
NC_004631.1	1657682	1661742	4060	Predicted by at least one method	WP_010989152.1		T_RS08145	1657714	1657851	-1	hypothetical protein	
NC_004631.1	1657682	1661742	4060	Predicted by at least one method			T_RS08150	1657832	1658259	-1	DNA-invertase	
NC_004631.1	1657682	1661742	4060	Predicted by at least one method			T_RS24150	1658493	1658588	-1	holin	
NC_004631.1	1657682	1661742	4060	Predicted by at least one method	WP_000727926.1		T_RS08155	1658647	1659072	-1	peptidase	
NC_004631.1	1657682	1661742	4060	Predicted by at least one method	WP_071525146.1		T_RS24155	1658999	1659298	-1	pertussis toxin subunit	
NC_004631.1	1657682	1661742	4060	Predicted by at least one method	WP_071525147.1		T_RS24160	1659337	1659477	-1	pertussis toxin subunit	
NC_004631.1	1657682	1661742	4060	Predicted by at least one method	WP_001766201.1		T_RS24165	1659832	1660101	-1	hypothetical protein	
NC_004631.1	1657682	1661742	4060	Predicted by at least one method			T_RS08165	1660437	1660892	1	hypothetical protein	
NC_004631.1	1657682	1661742	4060	Predicted by at least one method			T_RS24170	1661239	1661594	-1	integrase	
NC_004631.1	1657682	1661742	4060	Predicted by at least one method	WP_001146150.1		T_RS08175	1661741	1662631	1	peptide ABC transporter permease	
NC_004631.1	1795719	1802589	6870	Predicted by at least one method	WP_001174492.1		T_RS08805	1795719	1796240	-1	hypothetical protein	
NC_004631.1	1795719	1802589	6870	Predicted by at least one method	WP_001137608.1		T_RS08810	1796438	1797022	1	septum formation inhibitor Maf	
NC_004631.1	1795719	1802589	6870	Predicted by at least one method	WP_000846324.1		T_RS08815	1797105	1798064	-1	ribosomal large subunit pseudouridine synthase C	
NC_004631.1	1795719	1802589	6870	Predicted by at least one method	WP_001539709.1		T_RS08820	1798254	1798502	-1	hypothetical protein	
NC_004631.1	1795719	1802589	6870	Predicted by at least one method	WP_000827472.1		T_RS08825	1798638	1801841	1	ribonuclease E	
NC_004631.1	1795719	1802589	6870	Predicted by at least one method	WP_071524994.1		T_RS24220	1801847	1802026	1	hypothetical protein	
NC_004631.1	1795719	1802589	6870	Predicted by at least one method	WP_000502119.1		T_RS08830	1802131	1802589	-1	IS200/IS605 family transposase	
NC_004631.1	1795719	1802589	6870	Predicted by at least one method	WP_001542475.1		T_RS24225	1802546	1802734	-1	hypothetical protein	
NC_004631.1	1847804	1854280	6476	Predicted by at least one method	WP_000560763.1		T_RS09100	1847804	1849084	-1	MFS transporter	
NC_004631.1	1847804	1854280	6476	Predicted by at least one method	WP_000700857.1		T_RS09105	1849367	1850059	-1	membrane protein	
NC_004631.1	1847804	1854280	6476	Predicted by at least one method	WP_000525766.1		T_RS09110	1850105	1851259	-1	N-acetylneuraminate epimerase	
NC_004631.1	1847804	1854280	6476	Predicted by at least one method	WP_000054243.1		T_RS09115	1851766	1852446	1	N-acetylmannosamine-6-phosphate 2-epimerase	
NC_004631.1	1847804	1854280	6476	Predicted by at least one method	WP_071525153.1		T_RS24255	1852460	1852660	1	hypothetical protein	
NC_004631.1	1847804	1854280	6476	Predicted by at least one method			T_RS09120	1852783	1854280	1	acetylneuraminate ABC transporter	
NC_004631.1	1889939	1897493	7554	Predicted by at least one method	WP_001111006.1		T_RS09300	1889939	1890109	-1	DUF3950 domain-containing protein	Virulence gene(BLAST)
NC_004631.1	1889939	1897493	7554	Predicted by at least one method	WP_001166955.1	sopB	T_RS09305	1890441	1892126	1	inositol phosphate phosphatase SopB	"Virulence gene(Victors,BLAST)"
NC_004631.1	1889939	1897493	7554	Predicted by at least one method	WP_000444726.1		T_RS09310	1892143	1892484	1	chaperone protein SigE	"Virulence gene(Victors,BLAST)"
NC_004631.1	1889939	1897493	7554	Predicted by at least one method	WP_031624864.1		T_RS09315	1892494	1892772	-1	hypothetical protein	
NC_004631.1	1889939	1897493	7554	Predicted by at least one method			T_RS09320	1892843	1892908	-1	hypothetical protein	
NC_004631.1	1889939	1897493	7554	Predicted by at least one method	WP_001123042.1		T_RS09325	1893032	1893907	1	effector protein PipB	
NC_004631.1	1889939	1897493	7554	Predicted by at least one method	WP_000938184.1		T_RS09330	1894130	1894810	1	virulence protein	
NC_004631.1	1889939	1897493	7554	Predicted by at least one method	WP_000502118.1		T_RS09335	1895018	1895476	-1	IS200/IS605 family transposase	
NC_004631.1	1889939	1897493	7554	Predicted by at least one method	WP_001542475.1		T_RS24275	1895433	1895621	-1	hypothetical protein	
NC_004631.1	1889939	1897493	7554	Predicted by at least one method	WP_000374046.1		T_RS09345	1896140	1896799	1	BAX inhibitor protein	
NC_004631.1	1889939	1897493	7554	Predicted by at least one method	WP_000904446.1		T_RS09350	1896886	1897215	1	sulfurtransferase TusE	
NC_004631.1	1889939	1897493	7554	Predicted by at least one method	WP_000072884.1		T_RS09355	1897212	1897493	-1	acylphosphatase	
NC_004631.1	1929837	1970704	40867	Predicted by at least one method	WP_071525132.1		T_RS24290	1929837	1930022	-1	hypothetical protein	
NC_004631.1	1929837	1970704	40867	Predicted by at least one method	WP_000421106.1		T_RS09510	1930272	1930790	-1	tail fiber assembly protein	
NC_004631.1	1929837	1970704	40867	Predicted by at least one method	WP_001681975.1		T_RS09515	1930805	1932316	-1	hypothetical protein	
NC_004631.1	1929837	1970704	40867	Predicted by at least one method	WP_000049938.1		T_RS09520	1932316	1932996	-1	hypothetical protein	
NC_004631.1	1929837	1970704	40867	Predicted by at least one method	WP_001197092.1		T_RS09525	1932993	1934192	-1	hypothetical protein	
